"vin","year","make","model","used_or_new","price","sellertype","sellername","zipcode","dealtype","drivetrain","transmission","engine","mileage","difference","percentage_of_difference"
"SALVP2BG7HH208874",2017,"Land","Rover Range Rover Evoque SE Premium","Used",29980.00,"Dealer","BMW of Minnetonka",55391,"Good","Four-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",61464,NULL,NULL
"1GNEVHKW5LJ307421",2020,"Chevrolet","Traverse LT Leather","Used",39956.00,"Dealer","Forest City Auto Center",50436,"Great","All-wheel Drive","9-Speed Automatic","3.6L V6 24V GDI DOHC",31790,NULL,NULL
"SHHFK7H6XKU226457",2019,"Honda","Civic EX","Used",28995.00,"Dealer","Luther Hopkins Honda ",55343,"Fair","Front-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",33392,NULL,NULL
"KM8R5DHE6LU068263",2020,"Hyundai","Palisade Limited","Used",49583.00,"Dealer","Luther Bloomington Hyundai",55437,"Good","All-wheel Drive","8-Speed Automatic","3.8L V6 24V GDI DOHC",28502,NULL,NULL
"WBXYJ5C37JEF74639",2018,"BMW","X2 xDrive28i","Used",27997.00,"Dealer","Luther Cadillac",55113,"Fair","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",72295,NULL,NULL
"1GKKNXLS5KZ156568",2019,"GMC","Acadia Denali","Used",42950.00,"Dealer","Diamond Buick GMC of Alexandria",56308,"Good","All-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",26951,NULL,NULL
"1FM5K8F85HGC37481",2017,"Ford","Explorer Limited","Used",30388.00,"Dealer","Weelborg Ford",56283,"Great","Four-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",65042,NULL,NULL
"2HKRW2H87KH624069",2019,"Honda","CR-V EX-L","Used",29998.00,"Dealer","Walser Honda",55306,"Good","All-wheel Drive","Variable","Intercooled Turbo Regular Unleaded I-4 1.5 L/91",36650,NULL,NULL
"WDC0G4KB0JV094879",2018,"Mercedes-Benz","GLC 300 Base 4MATIC","Mercedes-Benz Certified",38495.00,"Dealer","Morrie's Mercedes Benz of St. Paul",55109,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",17704,NULL,NULL
"1C6SRFJT1MN588517",2021,"RAM","1500 Laramie","Used",55999.00,"Dealer","Fury Motors Saint Paul",55075,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",19185,NULL,NULL
"1C6SRFJT9MN668616",2021,"RAM","1500 Laramie","Used",52991.00,"Dealer","Your MTH",56304,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",11262,NULL,NULL
"JTJBM7FXXH5163423",2017,"Lexus","GX 460 Base","Used",38699.00,"Dealer","Lexus of Wayzata",55391,"Good","Four-wheel Drive","6-Speed Automatic","4.6L V8 32V MPFI DOHC",58617,NULL,NULL
"1C6RR7TTXKS513556",2019,"RAM","1500 Classic Big Horn","Used",34599.00,"Dealer","Rochester Ford",55901,"Great","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",53850,NULL,NULL
"3GNAXUEV1MS168635",2021,"Chevrolet","Equinox 1LT","Used",27995.00,"Dealer","Luther Brookdale Honda",55429,"Good","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",13094,NULL,NULL
"3LN6L2G97GR613126",2016,"Lincoln","MKZ Base","Used",20499.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Good","Front-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",70455,NULL,NULL
"KNDPMCAC9L7807190",2020,"Kia","Sportage LX","Used",29812.00,"Dealer","Kia Of Duluth",55806,"Good","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",30214,NULL,NULL
"1FMCU9GD0KUC04609",2019,"Ford","Escape SE","Used",25613.00,"Dealer","AutoNation Ford White Bear Lake",55110,"Great","Four-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",20283,NULL,NULL
"1C4RJFBT1KC824198",2019,"Jeep","Grand Cherokee Limited","Jeep Certified",38495.00,"Dealer","Apple Chrysler Dodge Jeep Ram of Shakopee",55379,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",52278,NULL,NULL
"JN8AS5MV1FW762491",2015,"Nissan","Rogue Select S","Used",11388.00,"Dealer","Northtown Auto Sales",55432,"Great","All-wheel Drive","CVT","2.5L I4",53842,NULL,NULL
"2T3DFREV2HW558917",2017,"Toyota","RAV4 Limited","Used",27997.00,"Dealer","Luther Cadillac",55113,"Good","All-wheel Drive","6-Speed Automatic","2.5L I4 16V MPFI DOHC",85461,NULL,NULL
"2T3DFREV5GW413529",2016,"Toyota","RAV4 Limited","Used",27399.00,"Dealer","Rochester Mazda",55901,"Good","All-wheel Drive","6-Speed Automatic","2.5L I4 16V MPFI DOHC",41871,NULL,NULL
"4S3GKAD63K3621585",2019,"Subaru","Impreza 2.0i Premium","Used",24995.00,"Dealer","Luther Subaru of White Bear",55110,"Good","All-wheel Drive","Automatic CVT","2.0L H4 16V GDI DOHC",23985,NULL,NULL
"1C4RDJDG6JC307312",2018,"Dodge","Durango GT","Used",35991.00,"Dealer","McKay's Chrysler, Jeep, Dodge, RAM",56387,"Great","All-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",30548,NULL,NULL
"JF2SKAUC0KH549765",2019,"Subaru","Forester Limited","Subaru Certified",32500.00,"Dealer","Morrie's Brooklyn Park Subaru",55445,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",29756,NULL,NULL
"5LMTJ3DH3KUL29582",2019,"Lincoln","MKC Reserve","Used",40871.00,"Dealer","Mills Ford Brainerd",56425,"Fair","All-wheel Drive","6-Speed Automatic","2.3L I4 16V GDI DOHC Turbo",13629,NULL,NULL
"1FMCU9G97FUC36376",2015,"Ford","Escape SE","Ford Certified",19998.00,"Dealer","Rochester Ford",55901,"Great","Four-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",24517,NULL,NULL
"5FPYK3F75LB016999",2020,"Honda","Ridgeline RTL-E","Used",39998.00,"Dealer","Richfield Bloomington Honda",55423,"Good","All-wheel Drive","9-Speed Automatic","3.5L V6 24V GDI SOHC",20680,NULL,NULL
"1FAHP2F89DG113262",2013,"Ford","Taurus Limited","Used",14994.00,"Dealer","Audi Minneapolis",55426,"Good","Front-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",85618,NULL,NULL
"2LMPJ8K98LBL12141",2020,"Lincoln","Nautilus Reserve","Used",34986.00,"Dealer","Valu Ford Chrysler",56267,"Great","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",19686,NULL,NULL
"1FMSK8FH5LGB19684",2020,"Ford","Explorer Limited","Ford Certified",45499.00,"Dealer","Rochester Ford",55901,"Great","Four-wheel Drive","10-Speed Automatic","2.3L I4 16V GDI DOHC Turbo",23470,NULL,NULL
"3GNAXUEV9LS536977",2020,"Chevrolet","Equinox 1LT","Chevrolet Certified",25526.00,"Dealer","Mauer Main Chevrolet",55303,"Good","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",42403,NULL,NULL
"5UXKR0C56F0K69133",2015,"BMW","X5 xDrive35i","Used",27980.00,"Dealer","BMW of Minnetonka",55391,"Fair","All-wheel Drive","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo",87095,NULL,NULL
"1FA6P8K05K5503892",2019,"Ford","Mustang Bullitt","Used",48988.00,"Dealer","Superior Ford",55442,"Good","Rear-wheel Drive","6-Speed Manual","5.0L V8 32V PDI DOHC",10762,NULL,NULL
"1FMCU9GD9KUB91391",2019,"Ford","Escape SE","Used",26455.00,"Dealer","Morrie's Buffalo Ford",55313,"Good","Four-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",18374,NULL,NULL
"3FADP4BJ8KM138496",2019,"Ford","Fiesta SE","Used",15781.00,"Dealer","Hertz Car Sales Minneapolis",55337,"Good","Front-wheel Drive","6-Speed Automatic with Auto-Shift","1.6L I4 16V MPFI DOHC",52086,NULL,NULL
"1GCUYGED9LZ381328",2020,"Chevrolet","Silverado 1500 LTZ","Chevrolet Certified",45990.00,"Dealer","Marthaler Chevrolet of Glenwood",56334,"Good","Four-wheel Drive","8-Speed Automatic","5.3L V8 16V GDI OHV",49919,NULL,NULL
"JTHBK1GG6F2164120",2015,"Lexus","ES 350","Used",26596.00,"Dealer","Audi Minneapolis",55426,"Good","Front-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",29399,NULL,NULL
"4S3GTAD65J3745269",2018,"Subaru","Impreza 2.0i Premium","Used",21998.00,"Dealer","Walser Subaru St. Paul",55075,"Good","All-wheel Drive","Automatic CVT","2.0L H4 16V GDI DOHC",58792,NULL,NULL
"1FMCU9J98KUB61139",2019,"Ford","Escape Titanium","Ford Certified",29999.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Good","Four-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",37122,NULL,NULL
"YV4A22RK4K1347016",2019,"Volvo","XC60 T6 Momentum","Used",41199.00,"Dealer","Morrie's Brooklyn Park Subaru",55445,"Good","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC",26656,NULL,NULL
"5J6RM4H38EL095134",2014,"Honda","CR-V LX","Used",19898.00,"Dealer","Buerkle Hyundai",55110,"Fair","All-wheel Drive","5-Speed Automatic","2.4L I4 16V MPFI DOHC",60071,NULL,NULL
"WDC0G4KB9JV079992",2018,"Mercedes-Benz","GLC 300 Base 4MATIC","Used",33124.00,"Dealer","Apple Ford Shakopee",55379,"Fair","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",57072,NULL,NULL
"1FTFW1E54KFD37130",2019,"Ford","F-150 XLT","Ford Certified",42499.00,"Dealer","Rochester Ford",55901,"Fair","Four-wheel Drive","10-Speed Automatic","5.0L V8 32V PDI DOHC",39887,NULL,NULL
"2FMPK4J95KBC31535",2019,"Ford","Edge SEL","Used",28799.00,"Dealer","Inver Grove Mitsubishi",55077,"Great","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",52385,NULL,NULL
"5TDHZRBH5LS000643",2020,"Toyota","Highlander XLE","Used",43991.00,"Dealer","St. Cloud Toyota",56387,"Good","All-wheel Drive","8-Speed Automatic","3.5L V6 24V PDI DOHC",35603,NULL,NULL
"JF2SKAEC5KH548223",2019,"Subaru","Forester Premium","Used",28995.00,"Dealer","Luther Subaru of White Bear",55110,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",26357,NULL,NULL
"5FNRL6H75KB047810",2019,"Honda","Odyssey EX-L","Used",39433.00,"Dealer","Buerkle Hyundai",55110,"Good","Front-wheel Drive","9-Speed Automatic","3.5L V6 24V GDI SOHC",46098,NULL,NULL
"4S4BSAFC1H3376674",2017,"Subaru","Outback Premium","Used",18995.00,"Dealer","Kosters Car Korner",55917,"Great","All-wheel Drive","","Engine: 2.5L DOHC 16 Valve 4-Cylinder -inc: Active Valve Control",82000,NULL,NULL
"5J6RM4H40GL103464",2016,"Honda","CR-V SE","Used",22995.00,"Dealer","Alfa Romeo of Minneapolis",55416,"Good","All-wheel Drive","Automatic CVT","2.4L I4 16V GDI DOHC",54718,NULL,NULL
"1C4RJFBG7LC363805",2020,"Jeep","Grand Cherokee Limited","Jeep Certified",40000.00,"Dealer","Eide Chrysler Dodge Jeep RAM",55063,"Great","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",23456,NULL,NULL
"MAJ6S3JL1LC346078",2020,"Ford","EcoSport SES","Used",24980.00,"Dealer","Link Ford Lincoln and RV",54868,"Good","Four-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC",48103,NULL,NULL
"19XFC1F38KE010083",2019,"Honda","Civic EX","Used",25658.00,"Dealer","Rapids Honda",55448,"Good","Front-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",25012,NULL,NULL
"JM3KE4DY6G0639695",2016,"Mazda","CX-5 Grand Touring","Used",21798.00,"Dealer","Richfield Bloomington Honda",55423,"Good","All-wheel Drive","6-Speed Automatic","2.5L I4 16V GDI DOHC",83873,NULL,NULL
"WP0AB2Y16LSA53420",2020,"Porsche","Taycan 4S","Porsche Certified",129990.00,"Dealer","Porsche St. Paul",55109,"NA","All-wheel Drive","2-Speed Automatic","Electric",9991,NULL,NULL
"1C4RJFBG8KC765413",2019,"Jeep","Grand Cherokee Limited","Used",32725.00,"Dealer","Jeff Belzer's New Prague",56071,"Great","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",52004,NULL,NULL
"WA1BNAFY9K2087671",2019,"Audi","Q5 2.0T Premium Plus","Used",43949.00,"Dealer","Audi Richfield",55423,"Good","All-wheel Drive","7-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC Turbo",16499,NULL,NULL
"2T2BZMCA5HC081438",2017,"Lexus","RX 350 F Sport","Used",37011.00,"Dealer","White Bear Mitsubishi",55110,"Good","All-wheel Drive","8-Speed Automatic","3.5L V6 24V GDI DOHC",80776,NULL,NULL
"1C6RR7FT9ES170836",2014,"RAM","1500 Tradesman/Express","Used",21995.00,"Dealer","Apple Chrysler Dodge Jeep Ram of Shakopee",55379,"Great","Four-wheel Drive","6-Speed Automatic","5.7L V8 16V MPFI OHV",86260,NULL,NULL
"JTMDFREV4JD251347",2018,"Toyota","RAV4 Limited","Used",33675.00,"Dealer","Luther Westside VW",55416,"Good","All-wheel Drive","6-Speed Automatic","2.5L I4 16V MPFI DOHC",45263,NULL,NULL
"5J6RW6H30KL002107",2019,"Honda","CR-V LX","Used",26998.00,"Dealer","Walser Honda",55306,"Good","All-wheel Drive","Variable","Regular Unleaded I-4 2.4 L/144",28550,NULL,NULL
"3LN6L2G97FR628787",2015,"Lincoln","MKZ Base","Used",17990.00,"Dealer","Luther INFINITI of Bloomington",55431,"Good","Front-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",84229,NULL,NULL
"KM8R2DHE7LU043638",2020,"Hyundai","Palisade SEL","Used",42995.00,"Dealer","Luther Hopkins Honda ",55343,"Good","All-wheel Drive","8-Speed Automatic","3.8L V6 24V GDI DOHC",27642,NULL,NULL
"4S4BSANC0H3324969",2017,"Subaru","Outback 2.5i Limited","Used",27995.00,"Dealer","Luther Subaru of White Bear",55110,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V MPFI DOHC",31865,NULL,NULL
"YV4A22RK4K1338526",2019,"Volvo","XC60 T6 Momentum","Used",41277.00,"Dealer","Morrie's Brooklyn Park Subaru",55445,"Good","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC",38216,NULL,NULL
"4S3BWAD65M3004271",2021,"Subaru","Legacy Premium","Used",27995.00,"Dealer","Luther Subaru of White Bear",55110,"Great","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",15162,NULL,NULL
"WA1LGAFE1FD020156",2015,"Audi","Q7 3.0T Premium Plus","Used",24595.00,"Dealer","Audi St. Paul",55109,"Fair","All-wheel Drive","8-Speed Automatic","3.0L V6 24V GDI DOHC Supercharged",99015,NULL,NULL
"2GNAXKEV2L6229380",2020,"Chevrolet","Equinox 1LT","Used",24293.00,"Dealer","Mauer Chevrolet",55077,"Good","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",39185,NULL,NULL
"1GT42YEY6HF141401",2017,"GMC","Sierra 3500 Denali","Used",60000.00,"Private","Kati",55811,"Fair","Four-wheel Drive","A/T","445.0HP 6.6L 8 Cylinder Engine Diesel Fuel",76050,NULL,NULL
"1FMCU9GX4GUB72622",2016,"Ford","Escape SE","Used",19499.00,"Dealer","Walser Nissan Coon Rapids",55448,"Good","Four-wheel Drive","Automatic","Intercooled Turbo Regular Unleaded I-4 1.6 L/98",37601,NULL,NULL
"2HKRW6H3XKH223188",2019,"Honda","CR-V LX","Used",25999.00,"Dealer","Buerkle Hyundai",55110,"Great","All-wheel Drive","Automatic CVT","2.4L I4 16V GDI DOHC",40212,NULL,NULL
"4T1B11HK0KU195297",2019,"Toyota","Camry SE","Used",25995.00,"Dealer","Luther Subaru of White Bear",55110,"Good","Front-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",61928,NULL,NULL
"2C4RC3BG9MR514676",2021,"Chrysler","Pacifica Touring-L","Used",44982.00,"Dealer","Mills Ford Lincoln Chrysler",56201,"Great","All-wheel Drive","9-Speed Automatic","3.6L V6 24V MPFI DOHC",8261,NULL,NULL
"1C4RJFBG4KC720520",2019,"Jeep","Grand Cherokee Limited","Used",37977.00,"Dealer","Park Chrysler Jeep",55337,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",16658,NULL,NULL
"2GNAXUEV1K6286065",2019,"Chevrolet","Equinox 1LT","Used",25496.00,"Dealer","Luther Hudson Chevrolet GMC",54016,"Good","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",40076,NULL,NULL
"1HGCV1F11KA166191",2019,"Honda","Accord LX","Used",27911.00,"Dealer","Buerkle Hyundai",55110,"Fair","Front-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",32755,NULL,NULL
"2GNAXKEV7L6158533",2020,"Chevrolet","Equinox 1LT","Used",24993.00,"Dealer","Mauer Chevrolet",55077,"Great","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",25156,NULL,NULL
"4S4BTAMC6M3124672",2021,"Subaru","Outback Limited","Used",34995.00,"Dealer","Luther Subaru of White Bear",55110,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V GDI DOHC",17018,NULL,NULL
"JF2SJARC1JH535433",2018,"Subaru","Forester 2.5i Limited","Used",23590.00,"Dealer","RAVMOTORS of Crystal",55429,"Great","All-wheel Drive","Automatic CVT","2.5L H4 16V MPFI DOHC",21113,NULL,NULL
"1HGCR2F84GA105688",2016,"Honda","Accord EX-L","Used",21999.00,"Dealer","Buerkle Hyundai",55110,"Fair","Front-wheel Drive","Automatic CVT","2.4L I4 16V GDI DOHC",90026,NULL,NULL
"5NPE24AF8KH739746",2019,"Hyundai","Sonata SE","Used",22985.00,"Dealer","Rudy Luther Toyota",55426,"Good","Front-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",29900,NULL,NULL
"5N1AZ2MS1KN122255",2019,"Nissan","Murano SV","Used",26998.00,"Dealer","Walser Nissan Wayzata",55391,"Great","All-wheel Drive","Variable","Regular Unleaded V-6 3.5 L/213",33411,NULL,NULL
"2FMTK3J81FBB26576",2015,"Ford","Edge SEL","Used",19995.00,"Dealer","Buerkle Hyundai",55110,"Good","Front-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",70662,NULL,NULL
"WA1BNAFY6K2029212",2019,"Audi","Q5 2.0T Premium Plus","Used",38997.00,"Dealer","Audi Richfield",55423,"Good","All-wheel Drive","7-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC Turbo",49873,NULL,NULL
"2FMTK4J83FBC12137",2015,"Ford","Edge SEL","Used",22999.00,"Dealer","Tenvoorde Ford",56301,"Good","All-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",58318,NULL,NULL
"WDDWF4KB7JR324287",2018,"Mercedes-Benz","C-Class C 300 4MATIC","Used",26990.00,"Dealer","Whitaker Sports and Import Cars",55109,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",82696,NULL,NULL
"3GNCJPSB6KL254200",2019,"Chevrolet","Trax LT","Used",22700.00,"Dealer","Suburban Chevrolet",55344,"Good","All-wheel Drive","6-Speed Automatic","1.4L I4 16V MPFI DOHC Turbo",27529,NULL,NULL
"SHHFK7H65KU211901",2019,"Honda","Civic EX","Used",28334.00,"Dealer","Buerkle Hyundai",55110,"Good","Front-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",31109,NULL,NULL
"2T3RFREV3JW800769",2018,"Toyota","RAV4 XLE","Used",27296.00,"Dealer","The Bear Lot",55112,"Great","All-wheel Drive","6-Speed Automatic","2.5L I4 16V MPFI DOHC",42115,NULL,NULL
"JN8AT2MV4JW306568",2018,"Nissan","Rogue SV","Used",25995.00,"Dealer","S & S Motors",56021,"Good","All-wheel Drive","Automatic CVT","2.5L I4 16V MPFI DOHC",47886,NULL,NULL
"JF2SJAEC9HH574464",2017,"Subaru","Forester 2.5i Premium","Used",17854.00,"Dealer","RAVMOTORS of Crystal",55429,"Great","All-wheel Drive","Automatic CVT","2.5L H4 16V MPFI DOHC",58476,NULL,NULL
"1FTEW1EP2MKD26022",2021,"Ford","F-150 XL","Used",41990.00,"Dealer","Schwieters Ford of Montevideo",56265,"Great","Four-wheel Drive","10-Speed Automatic","2.7L V6 24V PDI DOHC Twin Turbo",23108,NULL,NULL
"5N1AT2MM7GC879490",2016,"Nissan","Rogue S","Used",17498.00,"Dealer","Richfield Bloomington Honda",55423,"Good","All-wheel Drive","Automatic CVT","2.5L I4 16V MPFI DOHC",73532,NULL,NULL
"2C4RC1BG0MR565181",2021,"Chrysler","Pacifica Touring L","Used",40998.00,"Dealer","Walser Mazda",55306,"Good","Front-wheel Drive","Automatic","Regular Unleaded V-6 3.6 L/220",21300,NULL,NULL
"2T3F1RFVXMW185688",2021,"Toyota","RAV4 LE","Toyota Certified",29799.00,"Dealer","Rochester Toyota",55904,"Great","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",40314,NULL,NULL
"3GKALXEX4KL101465",2019,"GMC","Terrain Denali","Used",34998.00,"Dealer","Midway Ford",55113,"Fair","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",66851,NULL,NULL
"WAUHGAFCXGN021499",2016,"Audi","A6 3.0T Prestige","Used",30725.00,"Dealer","Motorwerks BMW",55420,"Good","All-wheel Drive","8-Speed Automatic","3.0L V6 24V GDI DOHC Supercharged",48498,NULL,NULL
"3VV0B7AX4KM070097",2019,"Volkswagen","Tiguan 2.0T S","Volkswagen Certified",27975.00,"Dealer","Luther Westside VW",55416,"Good","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",11101,NULL,NULL
"1FTEX1EB7KKC50439",2019,"Ford","F-150 XLT","Used",33900.00,"Dealer","Nels Gunderson Chevrolet",54758,"Great","Four-wheel Drive","6-Speed Automatic","3.3L V6 24V PDI DOHC Flexible Fuel",40014,NULL,NULL
"2C4RC1BG9JR217794",2018,"Chrysler","Pacifica Touring L","Used",24699.00,"Dealer","Walser Toyota",55437,"Good","Front-wheel Drive","Automatic","Regular Unleaded V-6 3.6 L/220",89460,NULL,NULL
"WVWBW7AH7CV000380",2012,"Volkswagen","Eos Komfort","Used",6000.00,"Private","John",55311,"NA","Front-wheel Drive","A/T","200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel",100000,NULL,NULL
"1V2UR2CA1KC549097",2019,"Volkswagen","Atlas 3.6L SE w/Technology","Used",38457.00,"Dealer","Morrie's Brooklyn Park Subaru",55445,"Good","All-wheel Drive","8-Speed Automatic","3.6L V6 24V GDI DOHC",13965,NULL,NULL
"1G1YY3D74J5100958",2018,"Chevrolet","Corvette Grand Sport","Used",70945.00,"Dealer","Davis Chevrolet of Delano",55328,"Good","Rear-wheel Drive","8-Speed Automatic","6.2L V8 16V GDI OHV",5279,NULL,NULL
"4S4WMARD7L3436949",2020,"Subaru","Ascent Touring 7-Passenger","Used",42991.00,"Dealer","St. Cloud Subaru",56301,"Good","All-wheel Drive","Automatic CVT","2.4L H4 16V GDI DOHC Turbo",35562,NULL,NULL
"1GNSKHKC3KR391904",2019,"Chevrolet","Suburban LT","Used",49250.00,"Dealer","Mills Honda",56425,"Good","Four-wheel Drive","6-Speed Automatic","5.3L V8 16V GDI OHV",53324,NULL,NULL
"1V2HR2CA5MC529004",2021,"Volkswagen","Atlas 3.6L SE w/Technology","Used",38996.00,"Dealer","White Bear Mitsubishi",55110,"Great","All-wheel Drive","8-Speed Automatic","3.6L V6 24V GDI DOHC",25878,NULL,NULL
"WBA5R7C53KAJ80502",2019,"BMW","330 i xDrive","BMW Certified",38480.00,"Dealer","BMW of Minnetonka",55391,"Fair","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",49798,NULL,NULL
"3GKALTEV9KL400134",2019,"GMC","Terrain SLE","Used",28998.00,"Dealer","Walser Buick GMC Bloomington",55437,"Great","All-wheel Drive","Automatic","Turbocharged Gas/E15 I4 1.5L/92",15691,NULL,NULL
"2GNAXUEV1K6190615",2019,"Chevrolet","Equinox 1LT","Used",24695.00,"Dealer","Friendly Chevrolet of Fridley",55432,"Great","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",46777,NULL,NULL
"1C4RDJDG9HC806275",2017,"Dodge","Durango GT","Used",31307.00,"Dealer","Cornerstone Kia",55330,"Great","All-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",66541,NULL,NULL
"1GKKNXLS5KZ160863",2019,"GMC","Acadia Denali","Used",36380.00,"Dealer","BMW of Minnetonka",55391,"Good","All-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",76064,NULL,NULL
"5TDKK3DC1GS713263",2016,"Toyota","Sienna LE","Used",25977.00,"Dealer","Maplewood Toyota",55109,"Good","Front-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",84268,NULL,NULL
"1GNSKTKL7MR260500",2021,"Chevrolet","Tahoe High Country","Used",79699.00,"Dealer","Walser Toyota",55437,"Good","Four-wheel Drive","Automatic","Gas V8 6.2L/",6095,NULL,NULL
"3MW5R7J54K8A26492",2019,"BMW","330 i xDrive","Used",34790.00,"Dealer","Porsche St. Paul",55109,"Good","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",49676,NULL,NULL
"1C6SRFRT8KN654837",2019,"RAM","1500 Laramie","Used",38500.00,"Dealer","Eide Chrysler Dodge Jeep RAM",55063,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",82231,NULL,NULL
"2C4RC1BG8MR565185",2021,"Chrysler","Pacifica Touring L","Used",39998.00,"Dealer","Walser Nissan Coon Rapids",55448,"Good","Front-wheel Drive","Automatic","Regular Unleaded V-6 3.6 L/220",26250,NULL,NULL
"5J6RW2H87LA010139",2020,"Honda","CR-V EX-L","Honda Certified",33995.00,"Dealer","Luther Brookdale Honda",55429,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",31160,NULL,NULL
"3GCUKRER7JG103727",2018,"Chevrolet","Silverado 1500 1LT","Used",39750.00,"Dealer","Asa Auto Plaza",56143,"Good","Four-wheel Drive","8-Speed Automatic","5.3L V8 16V GDI OHV",48778,NULL,NULL
"WMZYT5C59K3G92178",2019,"MINI","Countryman Cooper S ALL4","MINI Certified",36288.00,"Dealer","Motorwerks MINI",55426,"Good","All-wheel Drive","6-Speed Manual","2.0L I4 16V GDI DOHC Turbo",24101,NULL,NULL
"3LN6L2JK3GR607500",2016,"Lincoln","MKZ Reserve I","Used",19999.00,"Dealer","Morrie's West End Lincoln",55426,"Good","All-wheel Drive","6-Speed Automatic with Select-Shift","V6 Cylinder Engine",95016,NULL,NULL
"2HKRW2H8XLH643085",2020,"Honda","CR-V EX-L","Honda Certified",33995.00,"Dealer","Luther Brookdale Honda",55429,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",26033,NULL,NULL
