"vin","year","make","model","used_or_new","price","sellertype","sellername","zipcode","dealtype","drivetrain","transmission","engine","mileage","difference","percentage_of_difference"
"3GNAXYEX0LS543597",2020,"Chevrolet","Equinox Premier w/2LZ","Chevrolet Certified",33476.00,"Dealer","Luther Hudson Chevrolet GMC",54016,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",46934,NULL,NULL
"JTDEPMAEXMJ143248",2021,"Toyota","Corolla LE","Used",26795.00,"Dealer","Rudy Luther Toyota",55426,"Good","Front-wheel Drive","Automatic CVT","1.8L I4 16V MPFI DOHC",4700,NULL,NULL
"1GNEVHKWXKJ236893",2019,"Chevrolet","Traverse LT Leather","Used",39999.00,"Dealer","Cornerstone Chevrolet",55362,"Good","All-wheel Drive","9-Speed Automatic","3.6L V6 24V GDI DOHC",45036,NULL,NULL
"3GNAXUEV5LS570074",2020,"Chevrolet","Equinox 1LT","Used",28999.00,"Dealer","Kruse Motors",56258,"Good","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",11244,NULL,NULL
"2T3MWRFV5KW032500",2019,"Toyota","RAV4 Hybrid LE","Toyota Certified",35995.00,"Dealer","Luther Brookdale Toyota",55429,"Good","All-wheel Drive","Automatic CVT","2.5L I4 16V PDI DOHC Hybrid",46837,NULL,NULL
"JM3KFBCM7L0791317",2020,"Mazda","CX-5 Touring","Used",26799.00,"Dealer","Rochester Mazda",55901,"Great","All-wheel Drive","6-Speed Automatic","2.5L I4 16V GDI DOHC",46206,NULL,NULL
"1GKS2BKC7LR255013",2020,"GMC","Yukon SLT","Used",46998.00,"Dealer","Walser Subaru",55306,"Great","Four-wheel Drive","Automatic","Gas V8 5.3L/325",63858,NULL,NULL
"3GNAXTEV4LS720783",2020,"Chevrolet","Equinox 2LT","Used",26398.00,"Dealer","Chevrolet of Wayzata",55391,"Good","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",23556,NULL,NULL
"1C4RJFBG9LC314119",2020,"Jeep","Grand Cherokee Limited","Used",37677.00,"Dealer","Jeff Belzer's New Prague",56071,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",44501,NULL,NULL
"1HGCV1F53JA134585",2018,"Honda","Accord EX-L","Used",28990.00,"Dealer","Inver Grove Honda",55077,"Fair","Front-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",55331,NULL,NULL
"1GNSKHKC0KR147949",2019,"Chevrolet","Suburban LT","Used",43995.00,"Dealer","Davis Motors",55355,"Good","Four-wheel Drive","6-Speed Automatic","5.3L V8 16V GDI OHV",93509,NULL,NULL
"5N1AT2MV1HC890849",2017,"Nissan","Rogue SV","Used",19698.00,"Dealer","Richfield Bloomington Honda",55423,"Great","All-wheel Drive","Automatic CVT","2.5L I4 16V MPFI DOHC",59407,NULL,NULL
"1GYFZFR49KF220336",2019,"Cadillac","XT4 Sport","Cadillac Certified",39997.00,"Dealer","Luther Cadillac",55113,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",35628,NULL,NULL
"1GKKNSLA0KZ166239",2019,"GMC","Acadia SLE-2","Used",28247.00,"Dealer","Hertz Car Sales Minneapolis",55337,"Great","All-wheel Drive","6-Speed Automatic","2.5L I4 16V GDI DOHC",57194,NULL,NULL
"1GYS4DKL7MR361992",2021,"Cadillac","Escalade Premium Luxury Platinum","Cadillac Certified",116997.00,"Dealer","Luther Cadillac",55113,"Fair","Four-wheel Drive","10-Speed Automatic","6.2L V8 16V GDI OHV",9879,NULL,NULL
"5J6RW2H88KL034100",2019,"Honda","CR-V EX-L","Used",31499.00,"Dealer","Buerkle Hyundai",55110,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",32130,NULL,NULL
"3FA6P0HD2LR119319",2020,"Ford","Fusion SE","Used",24495.00,"Dealer","Morrie's Mercedes Benz of St. Paul",55109,"Good","Front-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",31456,NULL,NULL
"1C4RJFBGXHC891328",2017,"Jeep","Grand Cherokee Limited","Used",29500.00,"Dealer","Dodge RAM of Burnsville",55337,"Great","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",53568,NULL,NULL
"4S4BSBNC4G3231876",2016,"Subaru","Outback 2.5i Limited","Used",22495.00,"Dealer","Luther Brookdale Volkswagen",55429,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V MPFI DOHC",94287,NULL,NULL
"1FTEW1EG5JFA82161",2018,"Ford","F-150 Lariat","Used",39950.00,"Dealer","Diamond Buick GMC of Alexandria",56308,"Good","Four-wheel Drive","10-Speed Automatic","3.5L V6 24V PDI DOHC Twin Turbo",71320,NULL,NULL
"5J6RW2H9XKL001432",2019,"Honda","CR-V Touring","Used",29599.00,"Dealer","Walser Honda",55306,"Good","All-wheel Drive","Variable","Intercooled Turbo Regular Unleaded I-4 1.5 L/91",69609,NULL,NULL
"1FM5K8D81JGC83818",2018,"Ford","Explorer XLT","Used",34998.00,"Dealer","Rochester Ford",55901,"Great","Four-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",33321,NULL,NULL
"JTJAM7BX5L5242458",2020,"Lexus","GX 460 Base","Used",56699.00,"Dealer","Lexus of Wayzata",55391,"Fair","Four-wheel Drive","6-Speed Automatic","4.6L V8 32V MPFI DOHC",31386,NULL,NULL
"WA1BNAFY3K2021150",2019,"Audi","Q5 2.0T Premium Plus","Used",41500.00,"Dealer","Morrie's Brooklyn Park Subaru",55445,"Good","All-wheel Drive","7-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC Turbo",31278,NULL,NULL
"1C4RJFBG8HC622485",2017,"Jeep","Grand Cherokee Limited","Used",27991.00,"Dealer","St. Cloud Toyota",56387,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",82042,NULL,NULL
"5UXCW2C55KL086503",2019,"BMW","X7 xDrive40i","Used",72980.00,"Dealer","BMW of Minnetonka",55391,"Fair","All-wheel Drive","8-Speed Automatic","3.0L I6 24V GDI DOHC Turbo",26289,NULL,NULL
"1FTEW1EP9KKF13979",2019,"Ford","F-150 XLT","Used",44488.00,"Dealer","Midway Ford",55113,"Great","Four-wheel Drive","Automatic","2.7L V6 24V PDI DOHC Twin Turbo",33255,NULL,NULL
"2GNFLFEK5F6105235",2015,"Chevrolet","Equinox 1LT","Used",12995.00,"Dealer","Bob's Auto Ranch",55014,"Great","All-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",64212,NULL,NULL
"JN8AT3CB5MW241182",2021,"Nissan","Rogue SL","Used",38998.00,"Dealer","Walser Nissan Coon Rapids",55448,"Good","All-wheel Drive","Variable","Regular Unleaded I-4 2.5 L/152",4299,NULL,NULL
"5TDJZRFH2KS597700",2019,"Toyota","Highlander XLE","Used",37998.00,"Dealer","Walser Toyota",55437,"Great","All-wheel Drive","Automatic","Regular Unleaded V-6 3.5 L/211",34015,NULL,NULL
"1HGCR2F92HA044027",2017,"Honda","Accord EX-L","Used",23998.00,"Dealer","Walser Honda",55306,"Fair","Front-wheel Drive","Variable","Regular Unleaded I-4 2.4 L/144",84627,NULL,NULL
"MAJ6P1UL9JC210019",2018,"Ford","EcoSport SE","Used",20996.00,"Dealer","White Bear Mitsubishi",55110,"Good","Four-wheel Drive","6-Speed Automatic","2.0L I4 16V GDI DOHC",40096,NULL,NULL
"55SWF4KB4JU277413",2018,"Mercedes-Benz","C-Class C 300 4MATIC","Mercedes-Benz Certified",36884.00,"Dealer","Sears Imported Autos",55305,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",15605,NULL,NULL
"SALVP2RX9JH272541",2018,"Land","Rover Range Rover Evoque SE Premium","Used",36980.00,"Dealer","BMW of Minnetonka",55391,"Good","Four-wheel Drive","Automatic","I4",42916,NULL,NULL
"JM3KFBDM7K0503048",2019,"Mazda","CX-5 Grand Touring","Used",28000.00,"Dealer","Rochester Mazda",55901,"Great","All-wheel Drive","6-Speed Automatic","2.5L I4 16V",53675,NULL,NULL
"2GNALCEK2H1602977",2017,"Chevrolet","Equinox LT","Chevrolet Certified",17994.00,"Dealer","Stillwater Motors",55082,"Good","Front-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",71265,NULL,NULL
"SJKCH5CR6HA036405",2017,"INFINITI","QX30 Premium","Used",24990.00,"Dealer","Schmelz Countryside Alfa Romeo FIAT Saab VW",55109,"Fair","All-wheel Drive","7-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC Turbo",52856,NULL,NULL
"1FTEW1EG6JFA37391",2018,"Ford","F-150 XLT","Ford Certified",41998.00,"Dealer","Rochester Ford",55901,"Great","Four-wheel Drive","10-Speed Automatic","3.5L V6 24V PDI DOHC Twin Turbo",27100,NULL,NULL
"3GNCJLSB1KL386256",2019,"Chevrolet","Trax LT","Used",20198.00,"Dealer","Chevrolet of Wayzata",55391,"Great","Front-wheel Drive","6-Speed Automatic","1.4L I4 16V MPFI DOHC Turbo",20193,NULL,NULL
"5TDKK3DC4FS582019",2015,"Toyota","Sienna LE","Used",20995.00,"Dealer","Luther Brookdale Toyota",55429,"Good","Front-wheel Drive","6-Speed Automatic","3.5L V6 24V MPFI DOHC",88385,NULL,NULL
"3GKALXEX2KL265801",2019,"GMC","Terrain Denali","Used",34997.00,"Dealer","Whitaker Buick GMC",55025,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",27838,NULL,NULL
"1GCUYGED6KZ314927",2019,"Chevrolet","Silverado 1500 LTZ","Used",43897.00,"Dealer","Mike Molstead Motors",50616,"Good","Four-wheel Drive","8-Speed Automatic","5.3L V8 16V GDI OHV",72927,NULL,NULL
"1C4RJFBG2LC231535",2020,"Jeep","Grand Cherokee Limited","Used",40246.00,"Dealer","Fury Motors Stillwater",55082,"Great","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",20363,NULL,NULL
"4S4WMAPD8K3438484",2019,"Subaru","Ascent Limited 7-Passenger","Used",34995.00,"Dealer","Subaru of Rochester",55904,"Great","All-wheel Drive","Automatic CVT","2.4L H4 16V GDI DOHC Turbo",36146,NULL,NULL
"5J6RW2H5XKL036579",2019,"Honda","CR-V EX","Honda Certified",29995.00,"Dealer","Luther Brookdale Honda",55429,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",13648,NULL,NULL
"1FTEW1EP4LKF17620",2020,"Ford","F-150 XLT","Used",43999.00,"Dealer","Apple Ford Lincoln Apple Valley",55124,"Good","Four-wheel Drive","10-Speed Automatic","2.7L V6 24V PDI DOHC Twin Turbo",35891,NULL,NULL
"1HGCV2F90KA036401",2019,"Honda","Accord Touring 2.0T","Used",34416.00,"Dealer","Buerkle Hyundai",55110,"Good","Front-wheel Drive","10-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",22815,NULL,NULL
"1C6SRFJT5MN566035",2021,"RAM","1500 Laramie","RAM Certified",55500.00,"Dealer","Dodge RAM of Burnsville",55337,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",36179,NULL,NULL
"5XXG14J20MG066152",2021,"Kia","K5 LXS","Used",26998.00,"Dealer","Walser Honda",55306,"Good","Front-wheel Drive","Automatic","Intercooled Turbo Regular Unleaded I-4 1.6 L/98",32419,NULL,NULL
"3GCUYGEL4LG110555",2020,"Chevrolet","Silverado 1500 LTZ","Used",52998.00,"Dealer","Walser Chrysler Jeep Dodge RAM",55343,"Good","Four-wheel Drive","Automatic","Gas V8 6.2L/376",38423,NULL,NULL
"1C4PJMDS1HW638636",2017,"Jeep","Cherokee Limited","Used",25290.00,"Dealer","Inver Grove Honda",55077,"Good","Four-wheel Drive","9-Speed Automatic","3.2L V6 24V MPFI DOHC",45741,NULL,NULL
"1FTEW1E51KFA37895",2019,"Ford","F-150 XLT","Used",38726.00,"Dealer","Lincoln of Bloomington",55420,"Good","Four-wheel Drive","10-Speed Automatic","5.0L V8 32V PDI DOHC",51683,NULL,NULL
"3GNAXKEV4KS510693",2019,"Chevrolet","Equinox 1LT","Used",21900.00,"Dealer","Markquart Motors",54729,"Great","Front-wheel Drive","6-Speed Automatic Electronic with Overdrive","4 Cylinder Engine",69003,NULL,NULL
"3C6RR7LT7HG641169",2017,"RAM","1500 Big Horn","Used",26852.00,"Dealer","RAVMOTORS of Crystal",55429,"Great","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",43560,NULL,NULL
"4S4BSAHC5K3342242",2019,"Subaru","Outback 2.5i Premium","Used",28899.00,"Dealer","Walser Subaru",55306,"Good","All-wheel Drive","Variable","Regular Unleaded H-4 2.5 L/152",34344,NULL,NULL
"JF2GTABC5J9249394",2018,"Subaru","Crosstrek 2.0i Premium","Used",24998.00,"Dealer","Walser Subaru St. Paul",55075,"Good","All-wheel Drive","6-Speed Manual","2.0L H4 16V GDI DOHC",49390,NULL,NULL
"3FA6P0LU3KR210430",2019,"Ford","Fusion Hybrid SE","Used",22998.00,"Dealer","Morrie's Minnetonka Ford",55305,"Fair","Front-wheel Drive","Automatic CVT","2.0L I4 16V MPFI DOHC Hybrid",75428,NULL,NULL
"2LMPJ8K99LBL13749",2020,"Lincoln","Nautilus Reserve","Used",48691.00,"Dealer","Mills Ford Brainerd",56425,"Good","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",15411,NULL,NULL
"JTJAM7BX6L5262556",2020,"Lexus","GX 460 Base","Used",56999.00,"Dealer","Lexus of Wayzata",55391,"Good","Four-wheel Drive","6-Speed Automatic","4.6L V8 32V MPFI DOHC",18715,NULL,NULL
"4S4BSANC1H3378135",2017,"Subaru","Outback 2.5i Limited","Used",23595.00,"Dealer","Luther Subaru of White Bear",55110,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V MPFI DOHC",84173,NULL,NULL
"JF2SJAGCXJH566084",2018,"Subaru","Forester 2.5i Premium","Used",24995.00,"Dealer","Luther Brookdale Honda",55429,"Good","All-wheel Drive","Automatic CVT","2.5L H4 16V MPFI DOHC",57255,NULL,NULL
"1N4AA6AP7JC402460",2018,"Nissan","Maxima 3.5 SV","Used",23988.00,"Dealer","Morrie's Minnetonka Mazda",55305,"Good","Front-wheel Drive","Automatic CVT","3.5L V6 24V MPFI DOHC",42894,NULL,NULL
"1GYFZFR49KF116722",2019,"Cadillac","XT4 Sport","Cadillac Certified",39997.00,"Dealer","Luther Cadillac",55113,"Good","All-wheel Drive","9-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",34901,NULL,NULL
"4T1B11HK9KU200870",2019,"Toyota","Camry SE","Used",30977.00,"Dealer","Maplewood Toyota",55109,"Fair","Front-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",35756,NULL,NULL
"3FA6P0LU1KR189111",2019,"Ford","Fusion Hybrid SE","Used",25985.00,"Dealer","Long's Auto Place",55117,"Good","Front-wheel Drive","ecvt","4 Cylinder Engine",46514,NULL,NULL
"1FMCU9GD9KUB55524",2019,"Ford","Escape SE","Used",27455.00,"Dealer","Morrie's Buffalo Ford",55313,"Good","Four-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",17294,NULL,NULL
"3CZRU6H76KM732112",2019,"Honda","HR-V EX-L","Honda Certified",29995.00,"Dealer","Luther Brookdale Honda",55429,"Good","All-wheel Drive","Automatic CVT","1.8L I4 16V MPFI SOHC",8869,NULL,NULL
"JTDEPMAE5MJ167456",2021,"Toyota","Corolla LE","Toyota Certified",26485.00,"Dealer","Carlson Toyota",55448,"Fair","Front-wheel Drive","Automatic CVT","1.8L I4 16V MPFI DOHC",35647,NULL,NULL
"1C6SRFJT4KN774906",2019,"RAM","1500 Laramie","RAM Certified",47500.00,"Dealer","Dodge RAM of Burnsville",55337,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",26625,NULL,NULL
"1FTEW1EP2KFD11235",2019,"Ford","F-150 XLT","Used",39995.00,"Dealer","Northtown Ford Inc",54751,"Great","Four-wheel Drive","Automatic","2.7L V6 24V PDI DOHC Twin Turbo",29560,NULL,NULL
"JM3KE4DY8G0827733",2016,"Mazda","CX-5 Grand Touring","Used",21199.00,"Dealer","Apple Chevrolet Buick of Northfield",55057,"Great","All-wheel Drive","6-Speed Automatic","2.5L I4 16V GDI DOHC",81106,NULL,NULL
"JF2SJADC8GH468488",2016,"Subaru","Forester 2.5i Premium","Used",15490.00,"Dealer","Twin Cities Motors",55447,"Great","All-wheel Drive","lineartronic cvt","4 Cylinder Engine",60477,NULL,NULL
"1C6RR7LT7GS222584",2016,"RAM","1500 Big Horn","Used",30940.00,"Dealer","Jeff Belzer's Lakeville",55044,"Good","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",65529,NULL,NULL
"1C4PJMBX4KD362597",2019,"Jeep","Cherokee Trailhawk","Used",28586.00,"Dealer","Park Chrysler Jeep",55337,"Great","Four-wheel Drive","9-Speed Automatic","3.2L V6 24V MPFI DOHC",46706,NULL,NULL
"SHHFK7H65KU212434",2019,"Honda","Civic EX","Honda Certified",28299.00,"Dealer","Buerkle Hyundai",55110,"Good","Front-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",23119,NULL,NULL
"5J6RW2H57KL027726",2019,"Honda","CR-V EX","Honda Certified",30495.00,"Dealer","Luther Brookdale Honda",55429,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",36022,NULL,NULL
"1C3EL56R92N124973",2002,"Chrysler","Sebring LXi","Used",6500.00,"Dealer","Midwest Auto Sales, LLC",55344,"Fair","Front-wheel Drive","4-Speed Automatic","2.7L V6 24V MPFI DOHC",86326,NULL,NULL
"1FTEW1EP5KFC42590",2019,"Ford","F-150 XLT","Used",43995.00,"Dealer","Northtown Ford Inc",54751,"Good","Four-wheel Drive","Automatic","2.7L V6 24V PDI DOHC Twin Turbo",19492,NULL,NULL
"4S4BSAHC2K3392788",2019,"Subaru","Outback 2.5i Premium","Subaru Certified",29222.00,"Dealer","Subaru of Rochester",55904,"Great","All-wheel Drive","Automatic CVT","2.5L H4 16V MPFI DOHC",31975,NULL,NULL
"WP1AB2A22GLA92228",2016,"Porsche","Cayenne S","Used",45388.00,"Dealer","Audi Minneapolis",55426,"Good","All-wheel Drive","8-Speed Automatic","3.6L V6 24V GDI DOHC Twin Turbo",48052,NULL,NULL
"1C6SRFLT4KN703380",2019,"RAM","1500 Rebel","RAM Certified",48722.00,"Dealer","Brookdale Chrysler Jeep Dodge RAM",55445,"Great","Four-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",35223,NULL,NULL
"3VV2B7AX1JM180211",2018,"Volkswagen","Tiguan 2.0T SE","Used",22875.00,"Dealer","Luther Westside VW",55416,"Fair","All-wheel Drive","8-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",91855,NULL,NULL
"5NPE24AF7KH814792",2019,"Hyundai","Sonata SE","Used",23900.00,"Dealer","Luther Burnsville Hyundai",55306,"Good","Front-wheel Drive","6-Speed Automatic","2.4L I4 16V GDI DOHC",33920,NULL,NULL
"1FMCU9HX6DUD39024",2013,"Ford","Escape SEL","Used",15995.00,"Dealer","Ride Auto",55337,"Great","Four-wheel Drive","6-Speed Automatic","1.6L I4 16V GDI DOHC Turbo",39072,NULL,NULL
"2C3CDZBT0HH548945",2017,"Dodge","Challenger R/T","Used",30998.00,"Dealer","CarMax Brooklyn Park - Now offering Curbside Pickup",55428,"Great","Rear-wheel Drive","8-Speed Automatic","5.7L V8 16V MPFI OHV",61033,NULL,NULL
"5NPD84LF2JH274628",2018,"Hyundai","Elantra Value Edition","Used",18499.00,"Dealer","Walser Nissan Coon Rapids",55448,"Fair","Front-wheel Drive","Automatic","Regular Unleaded I-4 2.0 L/122",79353,NULL,NULL
"1C4RJFCG7KC688676",2019,"Jeep","Grand Cherokee Overland","Used",41936.00,"Dealer","Luther Bloomington Hyundai",55437,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",31273,NULL,NULL
"WP0AB2Y1XLSA50200",2020,"Porsche","Taycan 4S","Porsche Certified",121990.00,"Dealer","Porsche Minneapolis",55426,"NA","All-wheel Drive","2-Speed Automatic","Electric",28535,NULL,NULL
"3KPFK4A70JE203177",2018,"Kia","Forte LX","Used",19879.00,"Dealer","Stillwater Motors",55082,"Fair","Front-wheel Drive","6-Speed Automatic","2.0L I4 16V MPFI DOHC",31440,NULL,NULL
"5J6RW2H54KA020549",2019,"Honda","CR-V EX","Honda Certified",30498.00,"Dealer","Luther Mankato Honda",56001,"Good","All-wheel Drive","Automatic CVT","1.5L I4 16V GDI DOHC Turbo",33164,NULL,NULL
"3GKALXEX6KL395824",2019,"GMC","Terrain Denali","Used",34599.00,"Dealer","Walser Buick GMC Bloomington",55437,"Good","All-wheel Drive","Automatic","Turbocharged Gas/E15 I4 2.0L/122",42017,NULL,NULL
"1C4RJFJG8GC396111",2016,"Jeep","Grand Cherokee Summit","Used",32999.00,"Dealer","Lexus of Maplewood",55109,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",58451,NULL,NULL
"3GNAXXEV9KS667276",2019,"Chevrolet","Equinox Premier w/1LZ","Used",28900.00,"Dealer","Nels Gunderson Chevrolet",54758,"Good","All-wheel Drive","6-Speed Automatic","1.5L I4 16V GDI DOHC Turbo",47950,NULL,NULL
"1FTEW1E57KFB55255",2019,"Ford","F-150 XLT","Used",37781.00,"Dealer","Lincoln of Bloomington",55420,"Great","Four-wheel Drive","10-Speed Automatic","5.0L V8 32V PDI DOHC",52636,NULL,NULL
"5LMTJ3DH7KUL22053",2019,"Lincoln","MKC Reserve","Used",38998.00,"Dealer","Walser Polar Mazda",55110,"Good","All-wheel Drive","Automatic","Intercooled Turbo Premium Unleaded I-4 2.3 L/140",22436,NULL,NULL
"5LM5J7XC3LGL22518",2020,"Lincoln","Aviator Reserve AWD","Used",59587.00,"Dealer","Valu Ford Chrysler",56267,"Great","All-wheel Drive","10-Speed Automatic","3.0L V6 24V GDI DOHC Twin Turbo",23291,NULL,NULL
"1FTFW1E59JFC17502",2018,"Ford","F-150 XLT","Used",36999.00,"Dealer","Tenvoorde Ford",56301,"Good","Four-wheel Drive","10-Speed Automatic","5.0L V8 32V PDI DOHC",49118,NULL,NULL
"1GKKVSKDXHJ149354",2017,"GMC","Acadia Limited Limited","Used",26995.00,"Dealer","Luther Brookdale Chevrolet",55429,"Good","All-wheel Drive","6-Speed Automatic","3.6L V6 24V GDI DOHC",77975,NULL,NULL
"2T3A1RFV8KW081739",2019,"Toyota","RAV4 XLE Premium","Used",35500.00,"Dealer","Luther St. Cloud Honda",56387,"Great","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",27087,NULL,NULL
"2T3P1RFVXKC028889",2019,"Toyota","RAV4 XLE","Used",34794.00,"Dealer","Luther Bloomington Hyundai",55437,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",22740,NULL,NULL
"1FTEW1EP1JFC01954",2018,"Ford","F-150 Lariat","Used",41091.00,"Dealer","Lincoln of Bloomington",55420,"Great","Four-wheel Drive","10-Speed Automatic","2.7L V6 24V PDI DOHC Twin Turbo",42850,NULL,NULL
"KM8K6CAB6NU836979",2022,"Hyundai","Kona SEL","Used",26250.00,"Dealer","Walser Hyundai",55445,"Great","All-wheel Drive","Variable","Regular Unleaded I-4 2.0 L/122",10008,NULL,NULL
"KNDJN2A28K7917327",2019,"Kia","Soul Base","Used",21795.00,"Dealer","S & S Motors",56021,"Fair","Front-wheel Drive","6-Speed Automatic","1.6L I4 16V GDI DOHC",42827,NULL,NULL
"JTMF1RFV2KD033317",2019,"Toyota","RAV4 LE","Toyota Certified",31995.00,"Dealer","Inver Grove Toyota",55077,"Good","All-wheel Drive","8-Speed Automatic","2.5L I4 16V PDI DOHC",31037,NULL,NULL
"5J8YD4H52KL030327",2019,"Acura","MDX 3.5L w/Technology Package","Acura Certified",42989.00,"Dealer","Luther Bloomington Subaru",55420,"Great","All-wheel Drive","9-Speed Automatic","3.5L V6 24V GDI SOHC",30393,NULL,NULL
"5N1DL0MM2KC515066",2019,"INFINITI","QX60 Luxe","INFINITI Certified",36990.00,"Dealer","Luther INFINITI of Bloomington",55431,"Good","All-wheel Drive","Automatic CVT","3.5L V6 24V GDI DOHC",55828,NULL,NULL
"WA1BNAFY5K2088414",2019,"Audi","Q5 2.0T Premium Plus","Used",41499.00,"Dealer","Morrie's Brooklyn Park Subaru",55445,"Good","All-wheel Drive","7-Speed Automatic with Auto-Shift","2.0L I4 16V GDI DOHC Turbo",27403,NULL,NULL
"4S4WMARD9L3432840",2020,"Subaru","Ascent Touring 7-Passenger","Used",41989.00,"Dealer","Luther Bloomington Subaru",55420,"Good","All-wheel Drive","Automatic CVT","2.4L H4 16V GDI DOHC Turbo",27103,NULL,NULL
"3GTU9FEL0LG428194",2020,"GMC","Sierra 1500 Denali","Used",60990.00,"Dealer","West Metro Buick GMC",55362,"Great","Four-wheel Drive","10-Speed Automatic","6.2L V8 16V GDI OHV",19689,NULL,NULL
"5NPE24AF9KH805950",2019,"Hyundai","Sonata SE","Used",21998.00,"Dealer","Walser Hyundai",55445,"Great","Front-wheel Drive","Automatic","Regular Unleaded I-4 2.4 L/144",11159,NULL,NULL
"5J8TC2H62KL803386",2019,"Acura","RDX A-Spec","Used",36785.00,"Dealer","Buerkle Acura",55445,"Good","All-wheel Drive","10-Speed Automatic","2.0L I4 16V GDI DOHC Turbo",73525,NULL,NULL
"1C4RJFAG0MC515880",2021,"Jeep","Grand Cherokee Laredo","Used",42977.00,"Dealer","Ryan Auto Mall GM",55313,"Good","Four-wheel Drive","8-Speed Automatic","3.6L V6 24V MPFI DOHC",12395,NULL,NULL
